id,name,gpa,field_of_study,financial_aid,requirements
SEDADE,Carly Sanchez,2.55,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S04A2B,Mary Anderson,3.63,Mathematics,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S0574D,Jacqueline Haney,2.77,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S38ED8,Robert Brown,2.39,Engineering,['STEM Excellence Award'],['Field of Study in STEM']
SDC55D,David Williams,3.28,Paralegal,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
SD90BA,Jennifer Gordon,2.03,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S81F24,Timothy Miller,2.6,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S6FFFF,Miss Nancy Lara MD,2.28,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S563A2,Matthew Raymond,2.36,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SF360B,Martha Mccormick,3.02,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SB7DF0,Jennifer Hill,3.64,Business,"[""Dean's Merit Scholarship"", 'Business Leadership Scholarship']","['GPA ≥ 3.6', 'Field of Study in Business/Economics']"
S6E321,Sarah Ho,3.11,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SC6513,Joseph Johnson,2.4,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SCEB02,Jennifer Meza,3.4,Statistics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S9272B,Andrew Roman,3.77,Psychology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
S298EB,Tammie Gonzalez,2.17,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S7C9F2,Charles Rivera,3.95,Education,"['Presidential Scholarship', 'Public Service Grant']","['GPA ≥ 3.8', 'Field of Study in Public Service']"
S0008B,Julia Bell,3.33,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S55DE4,Kimberly Christensen,3.2,Law,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
S37508,Janet Deleon,3.52,Mathematics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S00A5D,Amanda Barnes,2.27,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S97B48,Cory Stephenson,3.59,Music,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S7F787,Scott Rogers,2.26,Education,['Public Service Grant'],['Field of Study in Public Service']
S2B331,Karen Hodges,2.95,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S4C2AC,Daniel Griffith MD,2.88,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S48140,James Pittman,2.01,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SCBDFD,Emily Baker,2.06,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S3DBA4,Stephen Moreno,3.62,Psychology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
SDD39C,Rebecca Thompson,2.69,Nursing,['Public Service Grant'],['Field of Study in Public Service']
S6DD1E,Mark Martinez,2.84,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S71CB6,Matthew Cummings,3.08,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SED038,Donna Gonzalez,3.42,English,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S5B8C8,Billy Thomas,2.55,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S88B8C,Michelle Grant,2.67,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S4B712,Kimberly Torres,3.65,Economics,"[""Dean's Merit Scholarship"", 'Business Leadership Scholarship']","['GPA ≥ 3.6', 'Field of Study in Business/Economics']"
SA368D,Jordan Edwards,2.17,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S97982,Wendy Payne,2.95,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S3B210,James Smith,2.68,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SEB02C,Sharon Robinson,2.65,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S36E85,Sheri Brown,2.72,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S6427A,David Phillips,3.17,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S325EE,Cassandra Young MD,3.23,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SB1ADE,Mary Thompson,2.52,IT,['STEM Excellence Award'],['Field of Study in STEM']
S8F138,Timothy Gallegos,3.92,Economics,"['Presidential Scholarship', 'Business Leadership Scholarship']","['GPA ≥ 3.8', 'Field of Study in Business/Economics']"
S840B6,Joshua Phillips,3.85,Business,"['Presidential Scholarship', 'Business Leadership Scholarship']","['GPA ≥ 3.8', 'Field of Study in Business/Economics']"
S5F2D0,Peter Villanueva,2.74,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S58D8B,Dana Harrington,2.48,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S7B8E3,Alexis Casey,2.64,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S28E13,John Reynolds,3.8,Computer Science,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
SF8719,David Forbes,3.16,Education,['Public Service Grant'],['Field of Study in Public Service']
SDA58E,Brittany Mcdowell,3.47,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SE20D9,Savannah Carter,2.48,Anthropology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S8E12E,John Hernandez,2.06,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S30159,Ross Frank,3.9,History,"['Presidential Scholarship', 'Liberal Arts Fellowship']","['GPA ≥ 3.8', 'Field of Study in Liberal Arts']"
S5D6E4,Karen Williams,2.79,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S5FF16,Kimberly Butler,2.16,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
SDE3D5,Stacey Villarreal,2.1,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
SC4961,Jerry Parker,3.81,Mathematics,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S54ACF,Daniel Johnson,3.33,Law,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
SFAB9A,Catherine Carter,2.99,Physics,['STEM Excellence Award'],['Field of Study in STEM']
SDA382,Jeremy Scott,3.42,Art,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
SD56C7,Sherri Henderson,3.27,Physics,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S89DE6,Dawn Chen,2.12,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S97AB4,Ashley Wilson,3.58,Paralegal,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
SB2A62,Tasha Roberts,2.92,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S3411D,Mrs. Kelly Powell,2.89,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SDDD24,Cynthia Chan,2.93,Biology,['STEM Excellence Award'],['Field of Study in STEM']
SB617C,Paige Lewis,3.33,Law,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
S4DBD2,Joshua Nguyen,3.79,Computer Science,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S92A42,Donald Flowers PhD,2.42,Education,['Public Service Grant'],['Field of Study in Public Service']
S8869B,Edward Forbes,2.75,Biology,['STEM Excellence Award'],['Field of Study in STEM']
S37FA5,Jeffrey Coleman,3.52,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S87787,Dylan Lewis,2.22,Nursing,['Public Service Grant'],['Field of Study in Public Service']
SDD3FB,Alejandro Ferguson,2.95,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
SBB039,Pamela Stanley,2.53,Music,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S8BDAC,Kyle Cole,3.49,Anthropology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
S0943E,Derek May,3.1,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S4853D,Teresa Flowers,2.12,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
SFA601,Jesus Thornton,3.22,Social Work,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SF6DFD,Connie Perry,3.38,Law,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
S3A11C,Alan Valencia,3.88,Paralegal,"['Presidential Scholarship', 'Legal Studies Full Ride']","['GPA ≥ 3.8', 'Field of Study in Legal Studies']"
SA019E,Melissa Taylor,3.85,Biology,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S034FA,Bailey Thomas,2.38,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SC343E,Matthew Griffin,2.45,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S42D3E,Rachel Jackson,3.87,Mathematics,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S2E31C,Phillip Bishop,3.36,Economics,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
SADF79,Victoria Young,3.4,Philosophy,"['Academic Achievement Grant', 'Liberal Arts Fellowship']","['GPA ≥ 3.2', 'Field of Study in Liberal Arts']"
S94C0B,Gary Watkins,2.34,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S12498,Justin Hester,2.9,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S6FB24,Stephen Walker,2.51,Philosophy,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S5C9FA,Jacqueline Middleton,3.6,Art,"[""Dean's Merit Scholarship"", 'Liberal Arts Fellowship']","['GPA ≥ 3.6', 'Field of Study in Liberal Arts']"
S39EE8,Lauren Juarez,3.27,Business,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
SFD889,Matthew Sparks,3.29,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SE78A8,Tamara Romero,2.39,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S7B6F5,Robert Edwards,2.69,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S8ECB5,Danielle Scott,2.25,Art,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
S930B5,Sarah Foster,2.42,IT,['STEM Excellence Award'],['Field of Study in STEM']
S10916,Michael Long,2.48,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SA55FE,Nicole Duncan,3.15,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SF0CF2,Amy Young,3.26,Psychology,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SDDB63,Jeremy Wright,3.92,Chemistry,"['Presidential Scholarship', 'STEM Excellence Award']","['GPA ≥ 3.8', 'Field of Study in STEM']"
S8C051,Kyle Morrison,3.55,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
SBD261,Lindsey Miller,3.26,Social Work,"['Academic Achievement Grant', 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.2', 'Field of Study in Behavioral and Social Sciences']"
SED231,Samantha Tanner,3.05,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S80F55,Sandra Thomas,3.81,Business,"['Presidential Scholarship', 'Business Leadership Scholarship']","['GPA ≥ 3.8', 'Field of Study in Business/Economics']"
S43712,Shannon Diaz,3.53,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S212A2,Lawrence Anderson,2.8,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SDD3B8,Amy Smith,2.34,Education,['Public Service Grant'],['Field of Study in Public Service']
S6CDDE,Collin Santiago,2.56,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SE1B3C,Heather Carlson,2.19,History,['Liberal Arts Fellowship'],['Field of Study in Liberal Arts']
SA484E,Christopher Cameron,2.35,Business,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SD4822,Jeffrey Kelley,3.46,IT,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S0C156,Courtney Delgado,2.1,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S321B0,Trevor Murphy,3.09,Sociology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S81751,Jane Henderson,2.04,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S9DEAE,John Espinoza,3.56,Nursing,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
S76F3C,Timothy Johnson,3.19,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S2A021,Mark Ortiz,2.43,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S81D1B,Richard Hardy,3.79,Psychology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
S3442C,Richard Perry,2.57,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
SB3611,Jose Perez,3.62,Anthropology,"[""Dean's Merit Scholarship"", 'Behavioral and Social Sciences Grant']","['GPA ≥ 3.6', 'Field of Study in Behavioral and Social Sciences']"
SF6C36,Jaime Jones,3.75,Engineering,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
SF5341,Mark Walters,2.62,Psychology,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
S0196F,Paul Johnson,2.02,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SD49F4,Mitchell Henderson,2.87,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S6FC84,Kayla Yu,3.53,Education,"['Academic Achievement Grant', 'Public Service Grant']","['GPA ≥ 3.2', 'Field of Study in Public Service']"
SD1CD9,Cody Burns,3.6,Computer Science,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S37720,David Liu,2.9,Mathematics,['STEM Excellence Award'],['Field of Study in STEM']
S4767B,Joseph Allen,3.17,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S38D59,Crystal Gomez,3.98,Mathematics,"['Presidential Scholarship', 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.8', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
S3DCB2,Kelsey Young,3.45,Engineering,"['Academic Achievement Grant', 'STEM Excellence Award']","['GPA ≥ 3.2', 'Field of Study in STEM']"
S84B13,Jason Kirk,3.21,Paralegal,"['Academic Achievement Grant', 'Legal Studies Full Ride']","['GPA ≥ 3.2', 'Field of Study in Legal Studies']"
SFBA11,Samantha Mora,2.16,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SAB1E0,Jonathan Stanton,2.52,Computer Science,['STEM Excellence Award'],['Field of Study in STEM']
S2F7BB,Leon Sparks,2.13,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S182A9,Charles Wright,2.62,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
SA256B,Daniel Miller,2.52,Chemistry,['STEM Excellence Award'],['Field of Study in STEM']
S6921F,James Garner,2.51,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S9FD79,Brooke Miller,3.78,Chemistry,"[""Dean's Merit Scholarship"", 'STEM Excellence Award']","['GPA ≥ 3.6', 'Field of Study in STEM']"
S06645,Caitlin Mcknight,2.97,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
S7793A,Renee Wright,3.24,Business,"['Academic Achievement Grant', 'Business Leadership Scholarship']","['GPA ≥ 3.2', 'Field of Study in Business/Economics']"
S88A5E,Joseph Richardson,2.18,Social Work,['Behavioral and Social Sciences Grant'],['Field of Study in Behavioral and Social Sciences']
SABD6B,Paul Torres,2.51,Paralegal,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
SF837B,Abigail Cabrera,2.98,Law,['Legal Studies Full Ride'],['Field of Study in Legal Studies']
S1810F,Robert Fuentes,2.75,Statistics,['STEM Excellence Award'],['Field of Study in STEM']
S3D91D,Vanessa Caldwell,2.95,Economics,['Business Leadership Scholarship'],['Field of Study in Business/Economics']
SB088A,Emily Thompson,2.05,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S71894,Wayne Cole,2.65,Physics,['STEM Excellence Award'],['Field of Study in STEM']
S84DFF,Christina Heath,3.7,Computer Science,"[""Dean's Merit Scholarship"", 'STEM Excellence Award', 'STEM Leadership Award']","['GPA ≥ 3.6', 'Field of Study in STEM', 'GPA ≥ 3.6 + STEM Field']"
